Close,High,Low,Open,Volume
109790.2890625,109959.59375,109788.2734375,109868.9453125,863637504
109862.90625,109896.0390625,109732.515625,109780.65625,1000288256
109880.765625,110001.671875,109845.5234375,109853.1796875,768475136
109605.421875,109898.734375,109584.296875,109898.734375,180465664
109716.8984375,109721.4140625,109598.859375,109644.3828125,848297984
109728.9296875,109737.2265625,109583.5859375,109737.2265625,899932160
109601.875,109729.5078125,109589.5546875,109728.078125,198647808
109674.0859375,109731.4609375,109569.578125,109615.234375,0
109680.46875,109716.546875,109607.9609375,109665.2421875,759775232
109880.9296875,109910.375,109676.3515625,109690.28125,0
110085.7734375,110354.9375,109919.53125,109919.53125,1280815104
110030.4140625,110182.5,109965.28125,110037.40625,1037344768
110153.3828125,110364.84375,110035.890625,110035.890625,97296384
109311.3359375,110117.828125,109161.75,110117.828125,45416448
109631.109375,109631.109375,109223.5234375,109336.2265625,1252700160
109385.3828125,109602.8046875,109382.5,109602.8046875,2291642368
109462.703125,109662.046875,109401.5078125,109401.5078125,1936355328
109381.234375,109515.3515625,109293.6171875,109515.3515625,194707456
109235.3828125,109427.375,109235.3828125,109380.6484375,127418368
109159.546875,109224.6953125,108983.9921875,109224.6953125,370475008
109250.03125,109250.03125,109104.34375,109186.7734375,876232704
109289.7578125,109289.7578125,109091.9453125,109266.4140625,945012736
109368.890625,109454.515625,109279.625,109279.625,136081408
109111.734375,109332.9921875,109111.734375,109332.9921875,116264960
109085.1171875,109114.0,108971.0234375,109114.0,864518144
109161.6328125,109187.9921875,109064.5703125,109070.4921875,102342656
108959.9375,109147.0625,108917.8125,109147.0625,949374976
109144.5625,109144.5625,108977.796875,108977.796875,47845376
109266.28125,109266.28125,109007.25,109145.71875,844361728
109260.34375,109292.609375,109197.3203125,109283.1328125,1474056192
109475.390625,109540.59375,109265.6484375,109268.578125,147914752
109554.875,109554.875,109430.2890625,109470.4296875,990502912
109366.078125,109596.0546875,109366.078125,109596.0546875,119021568
109322.5625,109388.71875,109189.4921875,109380.484375,733114368
109219.2265625,109484.578125,109202.625,109306.3828125,1284157440
109383.484375,109383.484375,109199.171875,109229.3671875,1317695488
109872.9453125,109872.9453125,109373.640625,109373.640625,1572741120
109543.6328125,109740.6953125,109507.8984375,109740.6953125,700481536
109400.5703125,109583.9453125,109380.0859375,109515.3125,0
109236.4296875,109437.5546875,109215.8828125,109437.5546875,820998144
109347.0546875,109347.0546875,109131.609375,109224.3046875,522317824
109227.5390625,109326.15625,109162.390625,109326.15625,972427264
109358.1875,109373.875,109220.1796875,109254.6171875,131964928
109436.640625,109474.2578125,109357.7265625,109359.8359375,879996928
109484.4375,109491.59375,109369.8203125,109459.1796875,87105536
109410.3125,109649.484375,109353.0234375,109495.2734375,903954432
109299.7578125,109392.03125,109271.328125,109392.03125,835067904
109173.0859375,109299.1328125,109173.0859375,109295.1640625,769871872
108930.5703125,109186.0859375,108930.5703125,109186.0859375,848330752
108304.578125,108758.8984375,107650.1953125,108758.8984375,961396736
108293.1015625,108632.3046875,108283.15625,108347.8828125,2439524352
108389.3828125,108389.3828125,108252.8046875,108342.421875,315551744
108359.28125,108509.4765625,108322.671875,108381.21875,939446272
108567.828125,108574.5859375,108306.0859375,108387.984375,488075264
108552.65625,108669.546875,108502.953125,108597.53125,1059500032
108309.71875,108534.9609375,107971.765625,108534.9609375,921223168
109062.0703125,109062.0703125,108320.9765625,108320.9765625,1070432256
108948.9375,109205.9921875,108948.9375,108962.9921875,742117376
108968.4296875,109026.09375,108913.46875,108928.21875,920580096
108921.5703125,108974.625,108920.3125,108974.625,873115648
109009.625,109063.0078125,108900.75,108902.5625,64794624
109070.90625,109122.3046875,108946.71875,108970.875,191471616
109127.421875,109209.515625,109028.4609375,109071.359375,117858304
108947.1484375,109297.6953125,108935.640625,109126.546875,190545920
108856.625,108967.90625,108855.6171875,108967.90625,1010311168
108682.1171875,108867.5546875,108621.4375,108867.5546875,1020313600
108825.1953125,108825.1953125,108624.0078125,108682.0546875,70279168
108937.578125,108959.34375,108770.46875,108794.078125,1124773888
109088.484375,109124.2109375,108924.2109375,108924.2109375,168382464
109038.7265625,109136.2578125,108946.734375,109134.2734375,866189312
109222.296875,109222.296875,109144.8984375,109156.4296875,245792768
108881.1796875,109242.46875,108881.1796875,109242.46875,1332523008
109026.09375,109118.7109375,108893.5390625,108897.8125,653099008
109200.0625,109206.9375,109047.140625,109047.140625,814723072
109437.96875,109447.9453125,109217.25,109217.25,937238528
109485.7890625,109612.9453125,109449.8828125,109449.8828125,885780480
109695.7421875,109741.21875,109486.0703125,109486.0703125,212103168
109688.2578125,109749.6953125,109669.2890625,109680.703125,26927104
109612.703125,109688.484375,109582.890625,109688.484375,951681024
109658.46875,109673.875,109609.6015625,109628.5546875,92434432
109763.25,109778.5546875,109678.7890625,109678.7890625,826417152
109564.3359375,109741.84375,109534.46875,109741.84375,283369472
109541.7421875,109576.8125,109541.7421875,109559.203125,908275712
109864.3515625,109896.9921875,109557.921875,109557.921875,82440192
109789.65625,109865.1953125,109787.03125,109860.8828125,904658944
109763.828125,109867.203125,109760.875,109790.453125,921563136
109703.828125,109800.296875,109682.0078125,109796.859375,41484288
109722.765625,109756.9453125,109690.2734375,109702.859375,39489536
109644.890625,109748.3515625,109644.890625,109730.59375,0
109588.890625,109654.7265625,109508.9921875,109654.7265625,985919488
109528.0625,109553.640625,109478.828125,109553.640625,1397612544
109569.9609375,109607.3125,109506.8203125,109506.8203125,957415424
109738.8515625,109787.5625,109577.8828125,109577.8828125,63930368
109829.1796875,109829.1796875,109640.984375,109736.4609375,928538624
109505.21875,109801.5625,109505.21875,109799.0859375,862269440
109616.2265625,109616.2265625,109524.046875,109524.046875,1211138048
110497.3828125,110497.3828125,109605.03125,109611.390625,0
110402.0,110744.2109375,110318.5078125,110413.28125,1961648128
110116.25,110660.5859375,110110.375,110455.75,1050124288
109915.8359375,110350.875,109815.0703125,110195.203125,1413943296
110223.6484375,110242.8203125,109857.6796875,109857.6796875,431443968
109671.75,110201.0,109625.390625,110201.0,295301120
109530.9609375,109613.4609375,108793.234375,109613.4609375,918663168
109330.8671875,109636.1328125,109276.109375,109603.171875,2765438976
109419.546875,109454.7734375,109138.078125,109415.4609375,466460672
109612.984375,109707.765625,109484.046875,109484.046875,2501558272
110043.4609375,110043.4609375,109671.7734375,109671.7734375,942264320
110124.953125,110215.4296875,110017.90625,110017.90625,0
110118.265625,110361.703125,110033.984375,110182.1015625,767152128
110220.53125,110286.671875,110133.96875,110133.96875,1297498112
110423.5859375,110480.7734375,110153.171875,110153.171875,804261888
110256.0546875,110511.5546875,110214.546875,110410.640625,880447488
110175.890625,110456.3515625,110161.1640625,110261.140625,1085943808
110050.125,110236.8828125,110017.453125,110187.265625,1668866048
110332.0546875,110332.0546875,110080.109375,110131.5,1071005696
110352.234375,110414.0390625,110292.6640625,110373.2421875,0
110217.78125,110413.453125,110194.484375,110281.2578125,2312617984
110159.9453125,110288.5859375,110159.4765625,110188.9921875,244932608
109953.15625,110236.921875,109953.15625,110115.640625,950042624
109912.7109375,110029.734375,109910.875,109969.6015625,1212456960
109678.4765625,109930.6328125,109678.4765625,109930.6328125,149184512
109661.078125,109795.0546875,109661.078125,109795.0546875,1032105984
110003.890625,110045.2109375,109681.7890625,109693.109375,139227136
109877.84375,109996.7578125,109859.5625,109960.59375,1071566848
109841.8515625,109902.0390625,109775.796875,109873.703125,0
109852.03125,109918.96875,109807.9609375,109812.6484375,2005438464
109755.140625,109917.3515625,109755.140625,109844.03125,63565824
109634.78125,109762.0390625,109634.78125,109758.7734375,910569472
109613.828125,109636.6875,109494.4765625,109626.625,21729280
109120.8359375,109683.53125,109120.8359375,109683.53125,18094178304
108940.2421875,109258.0625,108940.2421875,109088.640625,2005319680
108887.8359375,109110.265625,108887.8359375,108956.125,167510016
108817.3203125,109206.7421875,108814.015625,108942.109375,266891264
108915.328125,108957.3515625,108681.484375,108853.0,481259520
109077.1953125,109097.125,108914.390625,108940.4140625,1115152384
109096.28125,109126.1796875,108948.578125,109090.9921875,942383104
109123.2578125,109135.765625,109063.8984375,109072.2734375,1135661056
109091.1171875,109172.75,109083.7421875,109104.015625,50671616
109107.3671875,109127.2421875,108991.1796875,109008.0859375,0
109000.375,109109.6015625,108988.2578125,109094.2109375,903536640
108833.1328125,108981.1875,108809.4296875,108981.1875,926179328
109050.078125,109050.078125,108752.2578125,108752.2578125,641110016
108941.7734375,109059.0703125,108887.984375,109059.0703125,953499648
109233.4765625,109249.1015625,108908.6328125,108970.7265625,1009254400
109008.09375,109270.5390625,108965.2109375,109228.3984375,199868416
108901.2734375,109005.0703125,108884.3515625,109005.0703125,1128775680
108953.171875,108960.0390625,108825.2578125,108912.9609375,517345280
108830.984375,108958.3671875,108809.046875,108917.75,0
108772.7421875,108843.890625,108697.5390625,108715.125,952557568
108497.46875,108744.1015625,108483.0546875,108743.078125,110862336
108870.484375,108870.484375,108510.375,108510.375,2589483008
108702.1953125,108868.3359375,108702.1953125,108858.2734375,88371200
108834.8125,108834.8125,108615.890625,108695.4453125,917831680
108788.5078125,108872.234375,108770.8046875,108844.640625,15323136
108885.515625,108885.515625,108753.84375,108782.7421875,118960128
108919.7578125,108948.3671875,108875.03125,108881.2109375,1015189504
108817.796875,108928.5234375,108804.515625,108928.5234375,12505088
108706.90625,108865.4609375,108683.9296875,108832.25,1013989376
109038.859375,109049.703125,108714.390625,108714.390625,1127264256
109004.890625,109074.0390625,108994.9375,109023.40625,945098752
108918.2890625,109008.9453125,108892.7578125,109008.9453125,0
108987.765625,108988.5234375,108897.484375,108914.9140625,19655041024
108969.4921875,109087.4921875,108935.7421875,108994.7421875,891244544
109050.2109375,109104.015625,108948.90625,108948.90625,24342528
108772.5,109038.46875,108720.6875,109038.46875,2095763456
108825.8046875,108836.015625,108699.890625,108699.890625,1490194432
108779.7421875,108812.7109375,108728.0390625,108812.7109375,630784
108761.109375,108840.7109375,108761.109375,108792.171875,63295488
108941.1640625,109008.796875,108762.4921875,108762.4921875,0
108932.2890625,108986.015625,108928.75,108944.625,1030303744
108990.5546875,108990.8203125,108918.1875,108918.1875,850325504
108853.1484375,109024.703125,108845.6875,108992.125,851120128
108759.2578125,108976.25,108759.2578125,108853.7578125,0
108918.265625,108920.3359375,108774.03125,108794.2734375,875053056
109106.0390625,109106.0390625,108711.7890625,108948.953125,852467712
109047.75,109129.15625,109047.75,109094.78125,946941952
108923.65625,109078.8359375,108922.6875,109078.8359375,881491968
108656.3203125,108863.4140625,108656.3203125,108829.4921875,858312704
108836.40625,108836.40625,108594.390625,108633.375,1088905216
108793.3046875,108862.203125,108793.3046875,108836.0546875,901410816
108563.5703125,108834.203125,108501.3125,108828.296875,279068672
108627.0703125,108664.8203125,108368.6875,108564.0078125,972095488
108780.0,108809.8671875,108661.8359375,108661.8359375,120340480
108901.5234375,108918.8203125,108783.8125,108783.8125,844939264
108891.5703125,108965.859375,108888.8046875,108888.8046875,965292032
108801.2734375,108926.4375,108776.09375,108898.421875,59731968
108844.484375,108844.484375,108791.0703125,108795.3046875,31236096
108902.1171875,108925.390625,108832.0,108832.0,67022848
108911.71875,108983.453125,108876.9375,108901.375,803524608
109028.265625,109073.8671875,108903.59375,108903.59375,1439215616
109034.9609375,109065.25,108988.0234375,109045.9921875,873209856
108914.5234375,109039.9765625,108837.609375,109038.7109375,92844032
108905.28125,108925.4375,108808.125,108912.4296875,868794368
108724.828125,108891.0390625,108685.984375,108891.0390625,0
108545.640625,108976.046875,108545.640625,108749.734375,2007932928
108085.828125,108521.09375,108085.828125,108521.09375,97722368
108017.40625,108229.3125,107943.4609375,108100.6953125,1105776640
107884.625,107974.0703125,107696.1640625,107974.0703125,1109655552
107655.7109375,107947.7578125,107634.4921875,107947.7578125,859766784
107550.1015625,107780.4140625,107550.1015625,107671.421875,110944256
107268.4296875,107688.4453125,107268.4296875,107568.46875,832573440
107264.7265625,107453.125,107207.0234375,107221.8125,2239959040
107467.234375,107467.234375,107286.875,107303.375,2115571712
107127.671875,107463.6640625,107127.671875,107448.1328125,730165248
107266.671875,107367.703125,107139.46875,107139.46875,1375383552
107456.078125,107456.078125,107271.171875,107271.171875,95653888
107228.515625,107456.0703125,107228.515625,107456.0703125,859742208
107386.703125,107386.703125,107231.1796875,107231.1796875,840372224
107726.9296875,107806.1171875,107387.578125,107387.578125,272015360
107611.0546875,107840.7578125,107569.1640625,107671.390625,813821952
107431.6796875,107637.3671875,107406.921875,107637.3671875,256913408
107716.046875,107716.046875,107454.75,107454.75,909443072
107826.2890625,107826.2890625,107620.7890625,107710.1328125,825741312
107585.6796875,107853.0859375,107584.1953125,107845.4375,11640832
107694.1328125,107694.1328125,107547.578125,107553.3671875,2220183552
107483.671875,107776.421875,107452.3046875,107707.46875,1420849152
107772.3046875,107794.46875,107489.8203125,107489.8203125,64528384
107545.34375,107685.40625,107496.9453125,107685.40625,891867136
107283.0546875,107522.390625,107272.2578125,107500.609375,955916288
107142.9921875,107231.6875,107043.40625,107135.34375,286654464
107046.109375,107073.4296875,106815.796875,106982.2421875,1028558848
107197.0703125,107244.625,106961.1484375,107047.7421875,1052766208
107380.484375,107408.0078125,107123.890625,107192.9296875,255971328
107350.0,107405.15625,107239.1640625,107383.5234375,1301827584
107271.640625,107343.8359375,107231.3359375,107343.8359375,95895552
107406.484375,107443.9765625,107305.40625,107305.40625,752726016
107433.796875,107460.21875,107398.28125,107406.3828125,0
107441.1875,107569.3984375,107422.671875,107467.2109375,741908480
107315.90625,107521.484375,107229.84375,107521.484375,899133440
107263.2265625,107331.1328125,107251.328125,107331.1328125,0
107345.4140625,107345.4140625,107191.828125,107272.3984375,767262720
107460.859375,107465.625,107269.1953125,107341.859375,703414272
107810.8984375,107845.3046875,107436.765625,107436.765625,192012288
107947.9765625,108004.1640625,107856.9765625,107856.9765625,1204129792
107960.8515625,108034.8984375,107944.46875,107944.46875,166883328
107772.6796875,107948.171875,107768.7421875,107948.171875,775008256
107497.1796875,107796.3359375,107489.9765625,107796.3359375,818757632
107957.2265625,107957.2265625,107534.984375,107534.984375,17571840
107816.0625,107995.109375,107815.8125,107995.109375,932429824
108141.15625,108141.15625,107813.3828125,107813.3828125,168722432
108076.546875,108267.03125,107967.546875,108267.03125,210808832
107919.984375,108039.078125,107906.234375,108039.078125,1685024768
108110.953125,108110.953125,107865.34375,107928.1953125,66297856
108237.421875,108287.3046875,107940.0078125,108081.796875,435884032
108062.5625,108186.921875,108034.0703125,108170.234375,704700416
108163.28125,108163.28125,107973.9140625,108043.703125,36810752
108059.2265625,108182.8984375,108043.03125,108098.0390625,924942336
108425.1328125,108472.3515625,108152.265625,108152.265625,192380928
108204.421875,108446.609375,108204.421875,108446.609375,877449216
108178.578125,108288.6171875,108178.578125,108199.78125,881422336
108032.125,108193.9296875,108012.4765625,108193.9296875,104370176
108042.453125,108100.8828125,108015.2578125,108046.453125,825085952
107924.0859375,108109.96875,107924.0859375,108054.5,756707328
107855.453125,107935.703125,107825.7421875,107935.703125,816115712
